domain,permutation,distance,ips,ips.geo.region,ips.geo.country,ips.geo.asn.number,ips.geo.asn.org,httpBanner,technologies,classification.legitimate,classification.parked,classification.phishing,whois,dnsAaaa,dnsMx,dnsTxt,dnsCname,dnsNs,registration_metadata,domainStatus,pageRank
dunnesstores.fm,Tld,2,,,,,,,,,,,,,,"v=spf1 ip6:fddb:0cf4:a3cf::/48 -all,bio=95866ffa72b905b06f2ac03e95657df9d17c4f47",,,,"{""domain"":""dunnesstores.fm"",""status"":""inactive"",""tags"":""country geo"",""zone"":""fm"",""scope"":null,""offers"":[]}",null
dunnesstores.gov.bz,Tld,5,,,,,,,,,,,,,,,,,,"{""domain"":""dunnesstores.gov.bz"",""status"":""undelegated"",""tags"":"""",""zone"":""gov.bz"",""scope"":null,""offers"":[]}",null
dunnesstores.gov.by,Tld,5,,,,,,,,,,,,,,,,,,"{""domain"":""dunnesstores.gov.by"",""status"":""unknown"",""tags"":"""",""zone"":""gov.by"",""scope"":null,""offers"":[]}",null
dunnesstores.gov.pw,Tld,5,,,,,,,,,,,,,,,,,,"{""domain"":""dunnesstores.gov.pw"",""status"":""undelegated active"",""tags"":"""",""zone"":""gov.pw"",""scope"":null,""offers"":[]}",null
dunnesstores.id.cv,Tld,5,,,,,,,,,,,,,,,,,,null,null
dunnesstores.ie,Tld,3,80.69.31.107,EU,GB,15830,Equinix (EMEA) Acquisition Enterprises B.V.,,,,,,,,dunnesstores-ie.mail.protection.outlook.com.,v=spf1 ip4:185.114.163.240/30 include:spf.protection.outlook.com include:spf.logicalware.com include:mailgun.org ~all,,"ns1.blacknight.com.,ns3.blacknight.com.,ns4.blacknight.com.,ns2.blacknight.com.",,"{""domain"":""dunnesstores.ie"",""status"":""active"",""tags"":""country geo"",""zone"":""ie"",""scope"":null,""offers"":[]}","{""domain"":""dunnesstores.ie"",""status_code"":200,""error"":null,""page_rank_integer"":1,""page_rank_decimal"":1.3,""rank"":""105716974"",""last_updated"":""28th Mar 2026""}"
dunnesstores.ir,Tld,3,,,,,,,,,,,,,,,,,,null,null
dunnesstores.lat,Tld,3,104.18.13.234,,,13335,"Cloudflare, Inc.",cloudflare,,,,,"{""rdapConformance"":[""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_1"",""rdap_level_0""],""notices"":[{""title"":""Status Codes"",""description"":[""For more information on domain status codes, please visit https://icann.org/epp""],""links"":[{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""glossary"",""href"":""https://icann.org/epp"",""title"":""More information on domain status codes""}]},{""title"":""Terms of Use"",""description"":[""For more information on Whois status codes, please visit https://icann.org/epp"","""","">>> IMPORTANT INFORMATION ABOUT THE DEPLOYMENT OF RDAP: please visit"",""https://www.centralnicregistry.com/support/information/rdap <<<"","""",""The registration data available in this service is limited. Additional"",""data may be available at https://lookup.icann.org"","""",""The Whois and RDAP services are provided by CentralNic, and contain"",""information pertaining to Internet domain names registered by our"",""our customers. By using this service you are agreeing (1) not to use any"",""information presented here for any purpose other than determining"",""ownership of domain names, (2) not to store or reproduce this data in"",""any way, (3) not to use any high-volume, automated, electronic processes"",""to obtain data from this service. Abuse of this service is monitored and"",""actions in contravention of these terms will result in being permanently"",""blacklisted. All data is (c) CentralNic Ltd (https://www.centralnicregistry.com)"","""",""Access to the Whois and RDAP services is rate limited. For more"",""information, visit https://centralnicregistry.com/policies/whois-guidance.""],""links"":[{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""terms-of-service"",""href"":""https://www.centralnicregistry.com/"",""title"":""Terms of Use""}]},{""title"":""RDDS Inaccuracy Complaint Form"",""description"":[""URL of the ICANN RDDS Inaccuracy Complaint Form: https://icann.org/wicf""],""links"":[{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""help"",""href"":""https://icann.org/wicf"",""title"":""ICANN RDDS Inaccuracy Complaint Form""}]}],""objectClassName"":""domain"",""handle"":""D617916012-CNIC"",""links"":[{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""self"",""href"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""title"":""Authoritative URL for this resource"",""type"":""application/rdap+json""},{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""help"",""href"":""https://whois.nic.lat/rdap"",""title"":""RDAP Service Help"",""type"":""text/html""},{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""related"",""href"":""https://rdap.spaceship.com/domain/dunnesstores.lat"",""title"":""URL of Sponsoring Registrar's RDAP Record"",""type"":""application/rdap+json""}],""events"":[{""eventAction"":""registration"",""eventDate"":""2025-11-06T08:52:42.0Z""},{""eventAction"":""expiration"",""eventDate"":""2026-11-06T23:59:59.0Z""},{""eventAction"":""last update of RDAP database"",""eventDate"":""2026-05-02T14:24:40.0Z""},{""eventAction"":""last changed"",""eventDate"":""2025-12-04T12:06:54.0Z""}],""status"":[""client transfer prohibited""],""port43"":""whois.nic.lat"",""entities"":[{""objectClassName"":""entity"",""handle"":""3862"",""links"":[{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""self"",""href"":""https://rdap.centralnic.com/lat/entity/3862"",""title"":""Authoritative URL for this resource"",""type"":""application/rdap+json""},{""value"":""https://rdap.spaceship.com/"",""rel"":""about"",""href"":""https://www.spaceship.com/"",""title"":""Registrar's Website""}],""entities"":[{""objectClassName"":""entity"",""handle"":""not applicable"",""vcardArray"":[""vcard"",[[""version"",{},""text"",""4.0""],[""fn"",{},""text"",""Abuse Contact""],[""org"",{},""text"",""Spaceship, Inc.""],[""email"",{},""text"",""abuse@spaceship.com""],[""tel"",{""type"":""voice""},""uri"",""tel:+1.9854014545""]]],""roles"":[""abuse""]}],""vcardArray"":[""vcard"",[[""version"",{},""text"",""4.0""],[""fn"",{},""text"",""Spaceship, Inc.""]]],""roles"":[""registrar""],""publicIds"":[{""type"":""IANA Registrar ID"",""identifier"":""3862""}]}],""ldhName"":""dunnesstores.lat"",""secureDNS"":{""delegationSigned"":false},""nameservers"":[{""objectClassName"":""nameserver"",""handle"":""H133171-CNIC"",""links"":[{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""self"",""href"":""https://rdap.centralnic.com/lat/nameserver/carl.ns.cloudflare.com"",""title"":""Authoritative URL for this resource"",""type"":""application/rdap+json""}],""ldhName"":""carl.ns.cloudflare.com""},{""objectClassName"":""nameserver"",""handle"":""H5212073-CNIC"",""links"":[{""value"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""rel"":""self"",""href"":""https://rdap.centralnic.com/lat/nameserver/sima.ns.cloudflare.com"",""title"":""Authoritative URL for this resource"",""type"":""application/rdap+json""}],""ldhName"":""sima.ns.cloudflare.com""}]}",,,,,"sima.ns.cloudflare.com.,carl.ns.cloudflare.com.","{""registration_date"":""2025-11-06T08:52:42Z"",""expiration_date"":""2026-11-06T23:59:59Z"",""updated_on"":""2025-12-04T12:06:54Z"",""status_codes"":[""ClientTransferProhibited""],""registrar"":""Spaceship, Inc."",""registrar_iana_id"":""3862"",""registrar_abuse_contact"":""N/A"",""url"":""https://rdap.centralnic.com/lat/domain/dunnesstores.lat"",""server"":null,""nameservers"":[""carl.ns.cloudflare.com"",""sima.ns.cloudflare.com""],""dnssec_status"":""Unsigned"",""delegation_signer"":null,""privacy_proxy"":null,""icann_complaint_link"":""https://icann.org/wicf"",""reseller"":""N/A"",""timeline"":[{""Registration"":""2025-11-06T08:52:42Z""},{""Expiration"":""2026-11-06T23:59:59Z""},{""LastChanged"":""2025-12-04T12:06:54Z""}]}","{""domain"":""dunnesstores.lat"",""status"":""active"",""tags"":""generic"",""zone"":""lat"",""scope"":null,""offers"":[]}",null
dunnesstores.shop,Tld,3,"104.21.25.146,172.67.134.80,2606:4700:3035::6815:1992,2606:4700:3034::ac43:8650",",,,",",,,","13335,13335,,","Cloudflare, Inc.,Cloudflare, Inc.,,",cloudflare,"Cloudflare,HTTP/3",0.45874006,0.3046052,0.23665479,,"2606:4700:3035::6815:1992,2606:4700:3034::ac43:8650",,google-site-verification=wiLjRVLLJb6FcPNfLw6zjb2HiZ911I00Y_IKzQJ2-xg,,"zita.ns.cloudflare.com.,dean.ns.cloudflare.com.",,"{""domain"":""dunnesstores.shop"",""status"":""active"",""tags"":""generic"",""zone"":""shop"",""scope"":null,""offers"":[]}",null
dunnesstores.tv,Tld,3,,,,,,,,,,,"{""rdapConformance"":[""rdap_level_0"",""icann_rdap_response_profile_1"",""icann_rdap_technical_implementation_guide_1"",""redacted""],""notices"":[{""title"":""Status Codes"",""description"":[""For more information on domain status codes, please visit https://icann.org/epp""],""links"":[{""value"":""https://rdap.nic.tv/domain/dunnesstores.tv"",""rel"":""glossary"",""href"":""https://icann.org/epp"",""type"":""text/html""}]},{""title"":""RDDS Inaccuracy Complaint Form"",""description"":[""URL of the ICANN RDDS Inaccuracy Complaint Form: https://icann.org/wicf""],""links"":[{""value"":""https://rdap.nic.tv/domain/dunnesstores.tv"",""rel"":""help"",""href"":""https://icann.org/wicf"",""type"":""text/html""}]},{""title"":""RDAP Terms of Service"",""description"":[""The RDAP service (the Service) offered by Registry Services LLC, or our designated representatives (GoDaddy Registry), is provided for informational purposes only and is designed to assist a user (you) to look up certain information related to the registration records of existing domain names."",""The information provided by the Service is ‘as is’ and we make no guarantee of its accuracy. Registry Services LLC cannot, under any circumstances, be held liable in such instances where the stored information would prove to be wrong, incomplete, or not accurate in any sense."",""By submitting a query, you agree that you will not use this data"",""(i)            to allow, enable or otherwise support in any way the transmission of unsolicited, commercial advertising or other solicitations whether via direct mail, email, telephone or otherwise;"",""(ii)           to enable high volume, automated, electronic processes that apply to the Service or associated systems;"",""(iii)          for targeted advertising in any possible way;"",""(iv)         to cause nuisance in any possible way to individuals by sending (whether by automated, electronic processes capable of enabling high volumes or other possible means) messages to them;"",""(v)          in a way that is inconsistent with any applicable laws rule, regulation or statute or any policy issued by Registry Services LLC; and/or"",""(vi)         in contravention of any applicable data and privacy protection acts."",""Without prejudice to the above, the copying, compilation, repackaging, dissemination or other use of the information provided by the Service is explicitly forbidden without prior and explicit permission by Registry Services LLC."",""By your use of the Service you agree to abide by these Terms of Service and accept that Registry Services LLC can take measures to limit the use of the Service in order to protect the privacy of registrants or the integrity of the Service. Registry Services LLC may restrict, suspend or terminate your access to the Service at any time. Registry Services LLC reserve the right to make changes to the Service and these Terms of Service at any time without prior notice to you. It is your responsibility to review these Terms of Service each time you access or use the Service to keep apprised of any changes. If you do not agree to the changes implemented by Registry Services LLC, your sole and exclusive remedy is to terminate your use of the Service."",""By executing a query, in any manner whatsoever, you agree to abide by these Terms of Service.""],""links"":[{""value"":""https://rdap.nic.tv/domain/dunnesstores.tv"",""rel"":""terms-of-service"",""href"":""https://www.registry.godaddy/rdap"",""type"":""text/html""}]}],""objectClassName"":""domain"",""links"":[{""value"":""https://rdap.nic.tv/domain/dunnesstores.tv"",""rel"":""related"",""href"":""https://rdap.blacknight.com/domain/dunnesstores.tv"",""title"":""Registrar RDAP server object record"",""type"":""application/rdap+json""},{""value"":""https://rdap.nic.tv/domain/dunnesstores.tv"",""rel"":""self"",""href"":""https://rdap.nic.tv/domain/dunnesstores.tv"",""title"":""Authoritative Registry object record"",""type"":""application/rdap+json""}],""events"":[{""eventAction"":""registration"",""eventActor"":""Network Solutions, LLC"",""eventDate"":""2012-03-06T11:18:46Z""},{""eventAction"":""expiration"",""eventDate"":""2029-03-06T11:18:46Z""},{""eventAction"":""last changed"",""eventDate"":""2026-01-24T09:40:36Z""},{""eventAction"":""last update of RDAP database"",""eventDate"":""2026-05-02T14:24:54Z""}],""status"":[""client transfer prohibited""],""entities"":[{""objectClassName"":""entity"",""vcardArray"":[""vcard"",[[""version"",{},""text"",""4.0""],[""fn"",{},""text"",""""],[""adr"",{""cc"":""IE""},""text"",["""","""","""","""",""Co. Dublin"","""",""""]]]],""roles"":[""registrant""]},{""objectClassName"":""entity"",""vcardArray"":[""vcard"",[[""version"",{},""text"",""4.0""],[""fn"",{},""text"",""""]]],""roles"":[""technical""]},{""objectClassName"":""entity"",""handle"":""1448"",""links"":[{""value"":""https://rdap.nic.tv/entity/1448"",""rel"":""self"",""href"":""https://rdap.nic.tv/entity/1448"",""title"":""Authoritative Registry object record"",""type"":""application/rdap+json""},{""value"":""https://rdap.blacknight.com/"",""rel"":""about"",""href"":""www.blacknight.com"",""title"":""Registrar Details object record"",""type"":""application/rdap+json""}],""events"":[{""eventAction"":""registration"",""eventActor"":""REGISTRY"",""eventDate"":""2009-03-25T21:38:46Z""},{""eventAction"":""last changed"",""eventActor"":""REGISTRY"",""eventDate"":""2025-07-23T15:33:18Z""}],""entities"":[{""objectClassName"":""entity"",""vcardArray"":[""vcard"",[[""version"",{},""text"",""4.0""],[""fn"",{},""text"",""Blacknight Internet Solutions Ltd.""],[""tel"",{""type"":""voice""},""uri"",""tel:+353.599183072""],[""email"",{},""text"",""abuse@blacknight.com""]]],""roles"":[""abuse""]}],""vcardArray"":[""vcard"",[[""version"",{},""text"",""4.0""],[""fn"",{},""text"",""Blacknight Internet Solutions Ltd.""],[""adr"",{""cc"":""IE""},""text"",["""","""",[""12A"",""Barrowside Business park"",""""],""Carlow"",""Co Carlow"",""R93 X265"",""""]],[""tel"",{""type"":""voice""},""uri"",""tel:+353.599183072""],[""email"",{},""text"",""sales@blacknight.com""]]],""roles"":[""registrar""],""publicIds"":[{""type"":""IANA Registrar ID"",""identifier"":""1448""}]}],""redacted"":[{""name"":{""description"":null,""type"":""Registry Domain ID""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.handle"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Registry Registrant ID""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='registrant')].handle"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Registrant Name""},""reason"":{""description"":""Server policy"",""type"":null},""postPath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[0]=='fn')][3]"",""pathLang"":""jsonpath"",""method"":""emptyValue""},{""name"":{""description"":null,""type"":""Registrant Organization""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[0]=='org')]"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Registrant Street""},""reason"":{""description"":""Server policy"",""type"":null},""postPath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[0]=='adr')][3][2]"",""pathLang"":""jsonpath"",""method"":""emptyValue""},{""name"":{""description"":null,""type"":""Registrant City""},""reason"":{""description"":""Server policy"",""type"":null},""postPath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[0]=='adr')][3][3]"",""pathLang"":""jsonpath"",""method"":""emptyValue""},{""name"":{""description"":null,""type"":""Registrant Postal Code""},""reason"":{""description"":""Server policy"",""type"":null},""postPath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[0]=='adr')][3][5]"",""pathLang"":""jsonpath"",""method"":""emptyValue""},{""name"":{""description"":null,""type"":""Registrant Email""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[0]=='email')]"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Registrant Phone""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[1].type=='voice')]"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Registrant Phone Ext""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[1].type=='voice')]"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Registrant Fax""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[1].type=='fax')]"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Registrant Fax Ext""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='registrant')].vcardArray[1][?(@[1].type=='fax')]"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Registry Tech ID""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='technical')].handle"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Tech Name""},""reason"":{""description"":""Server policy"",""type"":null},""postPath"":""$.entities[?(@.roles[0]=='technical')].vcardArray[1][?(@[0]=='fn')][3]"",""pathLang"":""jsonpath"",""method"":""emptyValue""},{""name"":{""description"":null,""type"":""Tech Email""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='technical')].vcardArray[1][?(@[0]=='email')]"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Tech Phone""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='technical')].vcardArray[1][?(@[1].type=='voice')]"",""pathLang"":""jsonpath"",""method"":""removal""},{""name"":{""description"":null,""type"":""Tech Phone Ext""},""reason"":{""description"":""Server policy"",""type"":null},""prePath"":""$.entities[?(@.roles[0]=='technical')].vcardArray[1][?(@[1].type=='voice')]"",""pathLang"":""jsonpath"",""method"":""removal""}],""ldhName"":""dunnesstores.tv"",""unicodeName"":""dunnesstores.tv"",""secureDNS"":{""delegationSigned"":false},""nameservers"":[{""objectClassName"":""nameserver"",""handle"":""H973FB5BC1CA14E2DA69A640AE7CA40D4-ARI"",""links"":[{""value"":""https://rdap.nic.tv/nameserver/ns1.blacknight.com"",""rel"":""self"",""href"":""https://rdap.nic.tv/nameserver/ns1.blacknight.com"",""title"":""Authoritative Registry object record"",""type"":""application/rdap+json""}],""events"":[{""eventAction"":""registration"",""eventActor"":""Tucows Domains Inc."",""eventDate"":""2014-03-10T23:11:34Z""}],""status"":[""associated""],""ldhName"":""ns1.blacknight.com""},{""objectClassName"":""nameserver"",""handle"":""H4F95A0C73F8A488AB263F96B21A99B41-ARI"",""links"":[{""value"":""https://rdap.nic.tv/nameserver/ns2.blacknight.com"",""rel"":""self"",""href"":""https://rdap.nic.tv/nameserver/ns2.blacknight.com"",""title"":""Authoritative Registry object record"",""type"":""application/rdap+json""}],""events"":[{""eventAction"":""registration"",""eventActor"":""Tucows Domains Inc."",""eventDate"":""2014-03-10T23:11:38Z""}],""status"":[""associated""],""ldhName"":""ns2.blacknight.com""},{""objectClassName"":""nameserver"",""handle"":""H60396273368141C8A94E74D577DD49D9-ARI"",""links"":[{""value"":""https://rdap.nic.tv/nameserver/ns4.blacknight.com"",""rel"":""self"",""href"":""https://rdap.nic.tv/nameserver/ns4.blacknight.com"",""title"":""Authoritative Registry object record"",""type"":""application/rdap+json""}],""events"":[{""eventAction"":""registration"",""eventActor"":""Tucows Domains Inc."",""eventDate"":""2014-08-13T08:33:25Z""}],""status"":[""associated""],""ldhName"":""ns4.blacknight.com""},{""objectClassName"":""nameserver"",""handle"":""H31916D9D83C84A66A9F21CA2A37E4E94-ARI"",""links"":[{""value"":""https://rdap.nic.tv/nameserver/ns3.blacknight.com"",""rel"":""self"",""href"":""https://rdap.nic.tv/nameserver/ns3.blacknight.com"",""title"":""Authoritative Registry object record"",""type"":""application/rdap+json""}],""events"":[{""eventAction"":""registration"",""eventActor"":""Tucows Domains Inc."",""eventDate"":""2014-08-13T08:33:14Z""}],""status"":[""associated""],""ldhName"":""ns3.blacknight.com""}]}",,,,,"ns3.blacknight.com.,ns2.blacknight.com.,ns4.blacknight.com.,ns1.blacknight.com.","{""registration_date"":""2012-03-06T11:18:46Z"",""expiration_date"":""2029-03-06T11:18:46Z"",""updated_on"":""2026-01-24T09:40:36Z"",""status_codes"":[""ClientTransferProhibited""],""registrar"":""Blacknight Internet Solutions Ltd."",""registrar_iana_id"":""1448"",""registrar_abuse_contact"":""N/A"",""url"":""https://rdap.nic.tv/domain/dunnesstores.tv"",""server"":null,""nameservers"":[""ns1.blacknight.com"",""ns2.blacknight.com"",""ns4.blacknight.com"",""ns3.blacknight.com""],""dnssec_status"":""Unsigned"",""delegation_signer"":null,""privacy_proxy"":null,""icann_complaint_link"":""https://icann.org/wicf"",""reseller"":""N/A"",""timeline"":[{""Registration"":""2012-03-06T11:18:46Z""},{""Expiration"":""2029-03-06T11:18:46Z""},{""LastChanged"":""2026-01-24T09:40:36Z""}]}","{""domain"":""dunnesstores.tv"",""status"":""active"",""tags"":""country geo"",""zone"":""tv"",""scope"":null,""offers"":[]}",null
dunnesstoresgrocery.com,FauxTld,7,"104.16.210.238,104.16.211.238,2606:4700::6810:d3ee,2606:4700::6810:d2ee",",,,",",,,","13335,13335,,","Cloudflare, Inc.,Cloudflare, Inc.,,",cloudflare,"Cloudflare,Cloudflare Bot Management",0.0065975073,0.006401569,0.98700094,"{""rdapConformance"":[""rdap_level_0"",""icann_rdap_technical_implementation_guide_1"",""icann_rdap_response_profile_1""],""notices"":[{""title"":""Terms of Service"",""description"":[""Service subject to Terms of Use.""],""links"":[{""value"":""https://rdap.verisign.com/com/v1/domain/dunnesstoresgrocery.com"",""rel"":""terms-of-service"",""href"":""https://www.verisign.com/domain-names/registration-data-access-protocol/terms-service/index.xhtml"",""type"":""text/html""}]},{""title"":""Status Codes"",""description"":[""For more information on domain status codes, please visit https://icann.org/epp""],""links"":[{""href"":""https://icann.org/epp"",""type"":""text/html""}]},{""title"":""RDDS Inaccuracy Complaint Form"",""description"":[""URL of the ICANN RDDS Inaccuracy Complaint Form: https://icann.org/wicf""],""links"":[{""value"":""https://rdap.verisign.com/com/v1/domain/dunnesstoresgrocery.com"",""rel"":""help"",""href"":""https://icann.org/wicf"",""type"":""text/html""}]}],""objectClassName"":""domain"",""handle"":""2566801965_DOMAIN_COM-VRSN"",""links"":[{""value"":""https://rdap.verisign.com/com/v1/domain/DUNNESSTORESGROCERY.COM"",""rel"":""self"",""href"":""https://rdap.verisign.com/com/v1/domain/DUNNESSTORESGROCERY.COM"",""type"":""application/rdap+json""},{""value"":""https://rdap.blacknight.com/domain/DUNNESSTORESGROCERY.COM"",""rel"":""related"",""href"":""https://rdap.blacknight.com/domain/DUNNESSTORESGROCERY.COM"",""type"":""application/rdap+json""}],""events"":[{""eventAction"":""registration"",""eventDate"":""2020-10-19T10:52:03Z""},{""eventAction"":""expiration"",""eventDate"":""2030-10-19T10:52:03Z""},{""eventAction"":""last changed"",""eventDate"":""2020-10-20T11:01:29Z""},{""eventAction"":""last update of RDAP database"",""eventDate"":""2026-05-02T14:24:44Z""}],""status"":[""client transfer prohibited""],""entities"":[{""objectClassName"":""entity"",""handle"":""1448"",""links"":[{""value"":""https://rdap.blacknight.com/"",""rel"":""about"",""href"":""http://www.blacknight.com"",""type"":""text/html""}],""entities"":[{""objectClassName"":""entity"",""vcardArray"":[""vcard"",[[""version"",{},""text"",""4.0""],[""fn"",{},""text"",""""],[""tel"",{""type"":""voice""},""uri"",""tel:+353599183072""],[""email"",{},""text"",""abuse@blacknight.com""]]],""roles"":[""abuse""]}],""vcardArray"":[""vcard"",[[""version"",{},""text"",""4.0""],[""fn"",{},""text"",""Blacknight Internet Solutions Ltd.""]]],""roles"":[""registrar""],""publicIds"":[{""type"":""IANA Registrar ID"",""identifier"":""1448""}]}],""ldhName"":""DUNNESSTORESGROCERY.COM"",""secureDNS"":{""delegationSigned"":false},""nameservers"":[{""objectClassName"":""nameserver"",""ldhName"":""CLOE.NS.CLOUDFLARE.COM""},{""objectClassName"":""nameserver"",""ldhName"":""JERRY.NS.CLOUDFLARE.COM""}]}","2606:4700::6810:d3ee,2606:4700::6810:d2ee",,"facebook-domain-verification=pfug1rvdkpq12y5fiu4hz9rueq2nls,google-site-verification=rjXvbvw0C09PpMi5ZgiwbA_zLDdupsT-JBTOttmjnzY,v=spf1 ip4:35.232.112.110 ip4:35.188.198.57 ~all",,"jerry.ns.cloudflare.com.,cloe.ns.cloudflare.com.","{""registration_date"":""2020-10-19T10:52:03Z"",""expiration_date"":""2030-10-19T10:52:03Z"",""updated_on"":""2020-10-20T11:01:29Z"",""status_codes"":[""ClientTransferProhibited""],""registrar"":""Blacknight Internet Solutions Ltd."",""registrar_iana_id"":""1448"",""registrar_abuse_contact"":""N/A"",""url"":""https://rdap.verisign.com/com/v1/domain/DUNNESSTORESGROCERY.COM"",""server"":null,""nameservers"":[""CLOE.NS.CLOUDFLARE.COM"",""JERRY.NS.CLOUDFLARE.COM""],""dnssec_status"":""Unsigned"",""delegation_signer"":null,""privacy_proxy"":null,""icann_complaint_link"":""https://icann.org/wicf"",""reseller"":""N/A"",""timeline"":[{""Registration"":""2020-10-19T10:52:03Z""},{""Expiration"":""2030-10-19T10:52:03Z""},{""LastChanged"":""2020-10-20T11:01:29Z""}]}","{""domain"":""dunnesstoresgrocery.com"",""status"":""active"",""tags"":""generic"",""zone"":""com"",""scope"":null,""offers"":[]}","{""domain"":""dunnesstoresgrocery.com"",""status_code"":200,""error"":null,""page_rank_integer"":2,""page_rank_decimal"":2.31,""rank"":""26887888"",""last_updated"":""28th Mar 2026""}"
